Code,Country,Year,Sex,Age,Deaths,Source,age_spn
AUS,Australia,2010,f,0,494.02,hmd,1
AUS,Australia,2010,f,1,42,hmd,1
AUS,Australia,2010,f,2,27,hmd,1
AUS,Australia,2010,f,3,13,hmd,1
AUS,Australia,2010,f,4,14,hmd,1
AUS,Australia,2010,f,5,13,hmd,1
AUS,Australia,2010,f,6,11,hmd,1
AUS,Australia,2010,f,7,11,hmd,1
AUS,Australia,2010,f,8,6,hmd,1
AUS,Australia,2010,f,9,14,hmd,1
AUS,Australia,2010,f,10,12,hmd,1
AUS,Australia,2010,f,11,7,hmd,1
AUS,Australia,2010,f,12,10,hmd,1
AUS,Australia,2010,f,13,11,hmd,1
AUS,Australia,2010,f,14,14,hmd,1
AUS,Australia,2010,f,15,21,hmd,1
AUS,Australia,2010,f,16,29,hmd,1
AUS,Australia,2010,f,17,41,hmd,1
AUS,Australia,2010,f,18,30,hmd,1
AUS,Australia,2010,f,19,31,hmd,1
AUS,Australia,2010,f,20,51,hmd,1
AUS,Australia,2010,f,21,37,hmd,1
AUS,Australia,2010,f,22,42,hmd,1
AUS,Australia,2010,f,23,34,hmd,1
AUS,Australia,2010,f,24,52,hmd,1
AUS,Australia,2010,f,25,49,hmd,1
AUS,Australia,2010,f,26,48,hmd,1
AUS,Australia,2010,f,27,39,hmd,1
AUS,Australia,2010,f,28,54,hmd,1
AUS,Australia,2010,f,29,55,hmd,1
AUS,Australia,2010,f,30,58,hmd,1
AUS,Australia,2010,f,31,50,hmd,1
AUS,Australia,2010,f,32,53,hmd,1
AUS,Australia,2010,f,33,63,hmd,1
AUS,Australia,2010,f,34,64.3,hmd,1
AUS,Australia,2010,f,35,84,hmd,1
AUS,Australia,2010,f,36,80,hmd,1
AUS,Australia,2010,f,37,94,hmd,1
AUS,Australia,2010,f,38,105.3,hmd,1
AUS,Australia,2010,f,39,136,hmd,1
AUS,Australia,2010,f,40,124,hmd,1
AUS,Australia,2010,f,41,147,hmd,1
AUS,Australia,2010,f,42,131,hmd,1
AUS,Australia,2010,f,43,134,hmd,1
AUS,Australia,2010,f,44,171,hmd,1
AUS,Australia,2010,f,45,182,hmd,1
AUS,Australia,2010,f,46,213,hmd,1
AUS,Australia,2010,f,47,209,hmd,1
AUS,Australia,2010,f,48,230.01,hmd,1
AUS,Australia,2010,f,49,265.02,hmd,1
AUS,Australia,2010,f,50,284.32,hmd,1
AUS,Australia,2010,f,51,275.02,hmd,1
AUS,Australia,2010,f,52,331.02,hmd,1
AUS,Australia,2010,f,53,319.02,hmd,1
AUS,Australia,2010,f,54,342.02,hmd,1
AUS,Australia,2010,f,55,390.32,hmd,1
AUS,Australia,2010,f,56,377.02,hmd,1
AUS,Australia,2010,f,57,403.31,hmd,1
AUS,Australia,2010,f,58,425.02,hmd,1
AUS,Australia,2010,f,59,466.02,hmd,1
AUS,Australia,2010,f,60,479.02,hmd,1
AUS,Australia,2010,f,61,492.02,hmd,1
AUS,Australia,2010,f,62,612.02,hmd,1
AUS,Australia,2010,f,63,620.02,hmd,1
AUS,Australia,2010,f,64,632.02,hmd,1
AUS,Australia,2010,f,65,618.02,hmd,1
AUS,Australia,2010,f,66,679.43,hmd,1
AUS,Australia,2010,f,67,690.43,hmd,1
AUS,Australia,2010,f,68,686.03,hmd,1
AUS,Australia,2010,f,69,755.03,hmd,1
AUS,Australia,2010,f,70,868.04,hmd,1
AUS,Australia,2010,f,71,920.04,hmd,1
AUS,Australia,2010,f,72,953.04,hmd,1
AUS,Australia,2010,f,73,1031.34,hmd,1
AUS,Australia,2010,f,74,1088.35,hmd,1
AUS,Australia,2010,f,75,1180.45,hmd,1
AUS,Australia,2010,f,76,1171.05,hmd,1
AUS,Australia,2010,f,77,1336.46,hmd,1
AUS,Australia,2010,f,78,1491.47,hmd,1
AUS,Australia,2010,f,79,1653.37,hmd,1
AUS,Australia,2010,f,80,1993.09,hmd,1
AUS,Australia,2010,f,81,2083.09,hmd,1
AUS,Australia,2010,f,82,2268.4,hmd,1
AUS,Australia,2010,f,83,2444.1,hmd,1
AUS,Australia,2010,f,84,2702.12,hmd,1
AUS,Australia,2010,f,85,2827.42,hmd,1
AUS,Australia,2010,f,86,2918.13,hmd,1
AUS,Australia,2010,f,87,2986.13,hmd,1
AUS,Australia,2010,f,88,3152.13,hmd,1
AUS,Australia,2010,f,89,3062.13,hmd,1
AUS,Australia,2010,f,90,2851.42,hmd,1
AUS,Australia,2010,f,91,2373.1,hmd,1
AUS,Australia,2010,f,92,2263.39,hmd,1
AUS,Australia,2010,f,93,2085.09,hmd,1
AUS,Australia,2010,f,94,1885.38,hmd,1
AUS,Australia,2010,f,95,1630.07,hmd,1
AUS,Australia,2010,f,96,1333.06,hmd,1
AUS,Australia,2010,f,97,1010.04,hmd,1
AUS,Australia,2010,f,98,768.03,hmd,1
AUS,Australia,2010,f,99,546.03,hmd,1
AUS,Australia,2010,f,100,1052.05,hmd,-1
AUS,Australia,2010,m,0,727.04,hmd,1
AUS,Australia,2010,m,1,52,hmd,1
AUS,Australia,2010,m,2,33,hmd,1
AUS,Australia,2010,m,3,22,hmd,1
AUS,Australia,2010,m,4,15,hmd,1
AUS,Australia,2010,m,5,18,hmd,1
AUS,Australia,2010,m,6,26,hmd,1
AUS,Australia,2010,m,7,10,hmd,1
AUS,Australia,2010,m,8,24,hmd,1
AUS,Australia,2010,m,9,10,hmd,1
AUS,Australia,2010,m,10,14,hmd,1
AUS,Australia,2010,m,11,9,hmd,1
AUS,Australia,2010,m,12,13,hmd,1
AUS,Australia,2010,m,13,15,hmd,1
AUS,Australia,2010,m,14,36,hmd,1
AUS,Australia,2010,m,15,28,hmd,1
AUS,Australia,2010,m,16,59,hmd,1
AUS,Australia,2010,m,17,81,hmd,1
AUS,Australia,2010,m,18,100,hmd,1
AUS,Australia,2010,m,19,89,hmd,1
AUS,Australia,2010,m,20,98,hmd,1
AUS,Australia,2010,m,21,107,hmd,1
AUS,Australia,2010,m,22,93,hmd,1
AUS,Australia,2010,m,23,95.3,hmd,1
AUS,Australia,2010,m,24,103,hmd,1
AUS,Australia,2010,m,25,111,hmd,1
AUS,Australia,2010,m,26,107,hmd,1
AUS,Australia,2010,m,27,124,hmd,1
AUS,Australia,2010,m,28,106,hmd,1
AUS,Australia,2010,m,29,130,hmd,1
AUS,Australia,2010,m,30,121,hmd,1
AUS,Australia,2010,m,31,134,hmd,1
AUS,Australia,2010,m,32,142,hmd,1
AUS,Australia,2010,m,33,147,hmd,1
AUS,Australia,2010,m,34,143,hmd,1
AUS,Australia,2010,m,35,158.31,hmd,1
AUS,Australia,2010,m,36,161,hmd,1
AUS,Australia,2010,m,37,195.01,hmd,1
AUS,Australia,2010,m,38,224.02,hmd,1
AUS,Australia,2010,m,39,205.02,hmd,1
AUS,Australia,2010,m,40,215.02,hmd,1
AUS,Australia,2010,m,41,190.01,hmd,1
AUS,Australia,2010,m,42,232.02,hmd,1
AUS,Australia,2010,m,43,260.02,hmd,1
AUS,Australia,2010,m,44,256.02,hmd,1
AUS,Australia,2010,m,45,305.02,hmd,1
AUS,Australia,2010,m,46,332.02,hmd,1
AUS,Australia,2010,m,47,377.02,hmd,1
AUS,Australia,2010,m,48,400.02,hmd,1
AUS,Australia,2010,m,49,400.32,hmd,1
AUS,Australia,2010,m,50,457.02,hmd,1
AUS,Australia,2010,m,51,462.02,hmd,1
AUS,Australia,2010,m,52,490.33,hmd,1
AUS,Australia,2010,m,53,530.02,hmd,1
AUS,Australia,2010,m,54,557.04,hmd,1
AUS,Australia,2010,m,55,637.04,hmd,1
AUS,Australia,2010,m,56,616.33,hmd,1
AUS,Australia,2010,m,57,667.04,hmd,1
AUS,Australia,2010,m,58,680.04,hmd,1
AUS,Australia,2010,m,59,751.04,hmd,1
AUS,Australia,2010,m,60,849.04,hmd,1
AUS,Australia,2010,m,61,850.04,hmd,1
AUS,Australia,2010,m,62,949.35,hmd,1
AUS,Australia,2010,m,63,1029.35,hmd,1
AUS,Australia,2010,m,64,1003.06,hmd,1
AUS,Australia,2010,m,65,1097.36,hmd,1
AUS,Australia,2010,m,66,1146.76,hmd,1
AUS,Australia,2010,m,67,1161.76,hmd,1
AUS,Australia,2010,m,68,1209.06,hmd,1
AUS,Australia,2010,m,69,1258.07,hmd,1
AUS,Australia,2010,m,70,1404.08,hmd,1
AUS,Australia,2010,m,71,1402.08,hmd,1
AUS,Australia,2010,m,72,1458.08,hmd,1
AUS,Australia,2010,m,73,1581.09,hmd,1
AUS,Australia,2010,m,74,1577.08,hmd,1
AUS,Australia,2010,m,75,1700.79,hmd,1
AUS,Australia,2010,m,76,1679.09,hmd,1
AUS,Australia,2010,m,77,1837.8,hmd,1
AUS,Australia,2010,m,78,1998.8,hmd,1
AUS,Australia,2010,m,79,2223.12,hmd,1
AUS,Australia,2010,m,80,2332.13,hmd,1
AUS,Australia,2010,m,81,2479.44,hmd,1
AUS,Australia,2010,m,82,2629.14,hmd,1
AUS,Australia,2010,m,83,2662.45,hmd,1
AUS,Australia,2010,m,84,2677.15,hmd,1
AUS,Australia,2010,m,85,2635.15,hmd,1
AUS,Australia,2010,m,86,2511.14,hmd,1
AUS,Australia,2010,m,87,2394.13,hmd,1
AUS,Australia,2010,m,88,2177.11,hmd,1
AUS,Australia,2010,m,89,2002.11,hmd,1
AUS,Australia,2010,m,90,1759.09,hmd,1
AUS,Australia,2010,m,91,1347.08,hmd,1
AUS,Australia,2010,m,92,1193.07,hmd,1
AUS,Australia,2010,m,93,1035.06,hmd,1
AUS,Australia,2010,m,94,829.04,hmd,1
AUS,Australia,2010,m,95,668.04,hmd,1
AUS,Australia,2010,m,96,472.03,hmd,1
AUS,Australia,2010,m,97,308.31,hmd,1
AUS,Australia,2010,m,98,209.01,hmd,1
AUS,Australia,2010,m,99,145.01,hmd,1
AUS,Australia,2010,m,100,219,hmd,-1
AUS,Australia,2010,t,0,1221.06,hmd,1
AUS,Australia,2010,t,1,94,hmd,1
AUS,Australia,2010,t,2,60,hmd,1
AUS,Australia,2010,t,3,35,hmd,1
AUS,Australia,2010,t,4,29,hmd,1
AUS,Australia,2010,t,5,31,hmd,1
AUS,Australia,2010,t,6,37,hmd,1
AUS,Australia,2010,t,7,21,hmd,1
AUS,Australia,2010,t,8,30,hmd,1
AUS,Australia,2010,t,9,24,hmd,1
AUS,Australia,2010,t,10,26,hmd,1
AUS,Australia,2010,t,11,16,hmd,1
AUS,Australia,2010,t,12,23,hmd,1
AUS,Australia,2010,t,13,26,hmd,1
AUS,Australia,2010,t,14,50,hmd,1
AUS,Australia,2010,t,15,49,hmd,1
AUS,Australia,2010,t,16,88,hmd,1
AUS,Australia,2010,t,17,122,hmd,1
AUS,Australia,2010,t,18,130,hmd,1
AUS,Australia,2010,t,19,120,hmd,1
AUS,Australia,2010,t,20,149,hmd,1
AUS,Australia,2010,t,21,144,hmd,1
AUS,Australia,2010,t,22,135,hmd,1
AUS,Australia,2010,t,23,129.3,hmd,1
AUS,Australia,2010,t,24,155,hmd,1
AUS,Australia,2010,t,25,160,hmd,1
AUS,Australia,2010,t,26,155,hmd,1
AUS,Australia,2010,t,27,163,hmd,1
AUS,Australia,2010,t,28,160,hmd,1
AUS,Australia,2010,t,29,185,hmd,1
AUS,Australia,2010,t,30,179,hmd,1
AUS,Australia,2010,t,31,184,hmd,1
AUS,Australia,2010,t,32,195,hmd,1
AUS,Australia,2010,t,33,210,hmd,1
AUS,Australia,2010,t,34,207.3,hmd,1
AUS,Australia,2010,t,35,242.31,hmd,1
AUS,Australia,2010,t,36,241,hmd,1
AUS,Australia,2010,t,37,289.01,hmd,1
AUS,Australia,2010,t,38,329.32,hmd,1
AUS,Australia,2010,t,39,341.02,hmd,1
AUS,Australia,2010,t,40,339.02,hmd,1
AUS,Australia,2010,t,41,337.01,hmd,1
AUS,Australia,2010,t,42,363.02,hmd,1
AUS,Australia,2010,t,43,394.02,hmd,1
AUS,Australia,2010,t,44,427.02,hmd,1
AUS,Australia,2010,t,45,487.02,hmd,1
AUS,Australia,2010,t,46,545.02,hmd,1
AUS,Australia,2010,t,47,586.02,hmd,1
AUS,Australia,2010,t,48,630.03,hmd,1
AUS,Australia,2010,t,49,665.34,hmd,1
AUS,Australia,2010,t,50,741.34,hmd,1
AUS,Australia,2010,t,51,737.04,hmd,1
AUS,Australia,2010,t,52,821.35,hmd,1
AUS,Australia,2010,t,53,849.04,hmd,1
AUS,Australia,2010,t,54,899.06,hmd,1
AUS,Australia,2010,t,55,1027.36,hmd,1
AUS,Australia,2010,t,56,993.35,hmd,1
AUS,Australia,2010,t,57,1070.35,hmd,1
AUS,Australia,2010,t,58,1105.06,hmd,1
AUS,Australia,2010,t,59,1217.06,hmd,1
AUS,Australia,2010,t,60,1328.06,hmd,1
AUS,Australia,2010,t,61,1342.06,hmd,1
AUS,Australia,2010,t,62,1561.37,hmd,1
AUS,Australia,2010,t,63,1649.37,hmd,1
AUS,Australia,2010,t,64,1635.08,hmd,1
AUS,Australia,2010,t,65,1715.38,hmd,1
AUS,Australia,2010,t,66,1826.19,hmd,1
AUS,Australia,2010,t,67,1852.19,hmd,1
AUS,Australia,2010,t,68,1895.09,hmd,1
AUS,Australia,2010,t,69,2013.1,hmd,1
AUS,Australia,2010,t,70,2272.12,hmd,1
AUS,Australia,2010,t,71,2322.12,hmd,1
AUS,Australia,2010,t,72,2411.12,hmd,1
AUS,Australia,2010,t,73,2612.43,hmd,1
AUS,Australia,2010,t,74,2665.43,hmd,1
AUS,Australia,2010,t,75,2881.24,hmd,1
AUS,Australia,2010,t,76,2850.14,hmd,1
AUS,Australia,2010,t,77,3174.26,hmd,1
AUS,Australia,2010,t,78,3490.27,hmd,1
AUS,Australia,2010,t,79,3876.49,hmd,1
AUS,Australia,2010,t,80,4325.22,hmd,1
AUS,Australia,2010,t,81,4562.53,hmd,1
AUS,Australia,2010,t,82,4897.54,hmd,1
AUS,Australia,2010,t,83,5106.55,hmd,1
AUS,Australia,2010,t,84,5379.27,hmd,1
AUS,Australia,2010,t,85,5462.57,hmd,1
AUS,Australia,2010,t,86,5429.27,hmd,1
AUS,Australia,2010,t,87,5380.26,hmd,1
AUS,Australia,2010,t,88,5329.24,hmd,1
AUS,Australia,2010,t,89,5064.24,hmd,1
AUS,Australia,2010,t,90,4610.51,hmd,1
AUS,Australia,2010,t,91,3720.18,hmd,1
AUS,Australia,2010,t,92,3456.46,hmd,1
AUS,Australia,2010,t,93,3120.15,hmd,1
AUS,Australia,2010,t,94,2714.42,hmd,1
AUS,Australia,2010,t,95,2298.11,hmd,1
AUS,Australia,2010,t,96,1805.09,hmd,1
AUS,Australia,2010,t,97,1318.35,hmd,1
AUS,Australia,2010,t,98,977.04,hmd,1
AUS,Australia,2010,t,99,691.04,hmd,1
AUS,Australia,2010,t,100,1271.05,hmd,-1
AUS,Australia,2011,f,0,489,hmd,1
AUS,Australia,2011,f,1,37,hmd,1
AUS,Australia,2011,f,2,23,hmd,1
AUS,Australia,2011,f,3,22,hmd,1
AUS,Australia,2011,f,4,16,hmd,1
AUS,Australia,2011,f,5,15,hmd,1
AUS,Australia,2011,f,6,11,hmd,1
AUS,Australia,2011,f,7,7,hmd,1
AUS,Australia,2011,f,8,18,hmd,1
AUS,Australia,2011,f,9,13,hmd,1
AUS,Australia,2011,f,10,14,hmd,1
AUS,Australia,2011,f,11,4,hmd,1
AUS,Australia,2011,f,12,13,hmd,1
AUS,Australia,2011,f,13,12,hmd,1
AUS,Australia,2011,f,14,16,hmd,1
AUS,Australia,2011,f,15,26,hmd,1
AUS,Australia,2011,f,16,34,hmd,1
AUS,Australia,2011,f,17,29,hmd,1
AUS,Australia,2011,f,18,34,hmd,1
AUS,Australia,2011,f,19,43,hmd,1
AUS,Australia,2011,f,20,42,hmd,1
AUS,Australia,2011,f,21,42,hmd,1
AUS,Australia,2011,f,22,39,hmd,1
AUS,Australia,2011,f,23,49,hmd,1
AUS,Australia,2011,f,24,44,hmd,1
AUS,Australia,2011,f,25,46,hmd,1
AUS,Australia,2011,f,26,42,hmd,1
AUS,Australia,2011,f,27,52,hmd,1
AUS,Australia,2011,f,28,35,hmd,1
AUS,Australia,2011,f,29,58,hmd,1
AUS,Australia,2011,f,30,48,hmd,1
AUS,Australia,2011,f,31,64,hmd,1
AUS,Australia,2011,f,32,65,hmd,1
AUS,Australia,2011,f,33,76,hmd,1
AUS,Australia,2011,f,34,72,hmd,1
AUS,Australia,2011,f,35,85,hmd,1
AUS,Australia,2011,f,36,75,hmd,1
AUS,Australia,2011,f,37,98,hmd,1
AUS,Australia,2011,f,38,108,hmd,1
AUS,Australia,2011,f,39,134,hmd,1
AUS,Australia,2011,f,40,127,hmd,1
AUS,Australia,2011,f,41,122,hmd,1
AUS,Australia,2011,f,42,157,hmd,1
AUS,Australia,2011,f,43,160,hmd,1
AUS,Australia,2011,f,44,175,hmd,1
AUS,Australia,2011,f,45,163,hmd,1
AUS,Australia,2011,f,46,203,hmd,1
AUS,Australia,2011,f,47,218,hmd,1
AUS,Australia,2011,f,48,242,hmd,1
AUS,Australia,2011,f,49,281,hmd,1
AUS,Australia,2011,f,50,296,hmd,1
AUS,Australia,2011,f,51,312,hmd,1
AUS,Australia,2011,f,52,326,hmd,1
AUS,Australia,2011,f,53,310,hmd,1
AUS,Australia,2011,f,54,381,hmd,1
AUS,Australia,2011,f,55,366,hmd,1
AUS,Australia,2011,f,56,392,hmd,1
AUS,Australia,2011,f,57,398,hmd,1
AUS,Australia,2011,f,58,436,hmd,1
AUS,Australia,2011,f,59,475,hmd,1
AUS,Australia,2011,f,60,524,hmd,1
AUS,Australia,2011,f,61,575,hmd,1
AUS,Australia,2011,f,62,570,hmd,1
AUS,Australia,2011,f,63,587,hmd,1
AUS,Australia,2011,f,64,625,hmd,1
AUS,Australia,2011,f,65,672,hmd,1
AUS,Australia,2011,f,66,655,hmd,1
AUS,Australia,2011,f,67,719,hmd,1
AUS,Australia,2011,f,68,723,hmd,1
AUS,Australia,2011,f,69,791,hmd,1
AUS,Australia,2011,f,70,840,hmd,1
AUS,Australia,2011,f,71,921,hmd,1
AUS,Australia,2011,f,72,996,hmd,1
AUS,Australia,2011,f,73,1011,hmd,1
AUS,Australia,2011,f,74,1154,hmd,1
AUS,Australia,2011,f,75,1129,hmd,1
AUS,Australia,2011,f,76,1219,hmd,1
AUS,Australia,2011,f,77,1343,hmd,1
AUS,Australia,2011,f,78,1458,hmd,1
AUS,Australia,2011,f,79,1558,hmd,1
AUS,Australia,2011,f,80,1880,hmd,1
AUS,Australia,2011,f,81,1997,hmd,1
AUS,Australia,2011,f,82,2297,hmd,1
AUS,Australia,2011,f,83,2522,hmd,1
AUS,Australia,2011,f,84,2584,hmd,1
AUS,Australia,2011,f,85,2824,hmd,1
AUS,Australia,2011,f,86,3045,hmd,1
AUS,Australia,2011,f,87,3107,hmd,1
AUS,Australia,2011,f,88,3172,hmd,1
AUS,Australia,2011,f,89,3272,hmd,1
AUS,Australia,2011,f,90,3165,hmd,1
AUS,Australia,2011,f,91,2729,hmd,1
AUS,Australia,2011,f,92,2269,hmd,1
AUS,Australia,2011,f,93,2055,hmd,1
AUS,Australia,2011,f,94,1935,hmd,1
AUS,Australia,2011,f,95,1704,hmd,1
AUS,Australia,2011,f,96,1394,hmd,1
AUS,Australia,2011,f,97,1135,hmd,1
AUS,Australia,2011,f,98,803,hmd,1
AUS,Australia,2011,f,99,575,hmd,1
AUS,Australia,2011,f,100,1129.03,hmd,-1
AUS,Australia,2011,m,0,632.01,hmd,1
AUS,Australia,2011,m,1,52,hmd,1
AUS,Australia,2011,m,2,25,hmd,1
AUS,Australia,2011,m,3,18,hmd,1
AUS,Australia,2011,m,4,14,hmd,1
AUS,Australia,2011,m,5,21,hmd,1
AUS,Australia,2011,m,6,16,hmd,1
AUS,Australia,2011,m,7,16,hmd,1
AUS,Australia,2011,m,8,12,hmd,1
AUS,Australia,2011,m,9,10,hmd,1
AUS,Australia,2011,m,10,13,hmd,1
AUS,Australia,2011,m,11,8,hmd,1
AUS,Australia,2011,m,12,13,hmd,1
AUS,Australia,2011,m,13,13,hmd,1
AUS,Australia,2011,m,14,24,hmd,1
AUS,Australia,2011,m,15,35,hmd,1
AUS,Australia,2011,m,16,49,hmd,1
AUS,Australia,2011,m,17,66,hmd,1
AUS,Australia,2011,m,18,78,hmd,1
AUS,Australia,2011,m,19,83,hmd,1
AUS,Australia,2011,m,20,114,hmd,1
AUS,Australia,2011,m,21,109,hmd,1
AUS,Australia,2011,m,22,99,hmd,1
AUS,Australia,2011,m,23,78,hmd,1
AUS,Australia,2011,m,24,122,hmd,1
AUS,Australia,2011,m,25,128,hmd,1
AUS,Australia,2011,m,26,119,hmd,1
AUS,Australia,2011,m,27,111,hmd,1
AUS,Australia,2011,m,28,124,hmd,1
AUS,Australia,2011,m,29,134,hmd,1
AUS,Australia,2011,m,30,139,hmd,1
AUS,Australia,2011,m,31,134,hmd,1
AUS,Australia,2011,m,32,161,hmd,1
AUS,Australia,2011,m,33,141,hmd,1
AUS,Australia,2011,m,34,137,hmd,1
AUS,Australia,2011,m,35,167,hmd,1
AUS,Australia,2011,m,36,155,hmd,1
AUS,Australia,2011,m,37,193,hmd,1
AUS,Australia,2011,m,38,170,hmd,1
AUS,Australia,2011,m,39,199,hmd,1
AUS,Australia,2011,m,40,228,hmd,1
AUS,Australia,2011,m,41,251,hmd,1
AUS,Australia,2011,m,42,238,hmd,1
AUS,Australia,2011,m,43,240,hmd,1
AUS,Australia,2011,m,44,236,hmd,1
AUS,Australia,2011,m,45,289,hmd,1
AUS,Australia,2011,m,46,297,hmd,1
AUS,Australia,2011,m,47,333,hmd,1
AUS,Australia,2011,m,48,386,hmd,1
AUS,Australia,2011,m,49,433,hmd,1
AUS,Australia,2011,m,50,420,hmd,1
AUS,Australia,2011,m,51,481,hmd,1
AUS,Australia,2011,m,52,487,hmd,1
AUS,Australia,2011,m,53,527,hmd,1
AUS,Australia,2011,m,54,578,hmd,1
AUS,Australia,2011,m,55,651,hmd,1
AUS,Australia,2011,m,56,663,hmd,1
AUS,Australia,2011,m,57,658,hmd,1
AUS,Australia,2011,m,58,729.01,hmd,1
AUS,Australia,2011,m,59,796.02,hmd,1
AUS,Australia,2011,m,60,842.02,hmd,1
AUS,Australia,2011,m,61,929.02,hmd,1
AUS,Australia,2011,m,62,954.02,hmd,1
AUS,Australia,2011,m,63,1070.02,hmd,1
AUS,Australia,2011,m,64,1173.02,hmd,1
AUS,Australia,2011,m,65,1128.02,hmd,1
AUS,Australia,2011,m,66,1181.02,hmd,1
AUS,Australia,2011,m,67,1225.02,hmd,1
AUS,Australia,2011,m,68,1207.02,hmd,1
AUS,Australia,2011,m,69,1259.02,hmd,1
AUS,Australia,2011,m,70,1308.02,hmd,1
AUS,Australia,2011,m,71,1417.02,hmd,1
AUS,Australia,2011,m,72,1553.02,hmd,1
AUS,Australia,2011,m,73,1555.02,hmd,1
AUS,Australia,2011,m,74,1727.02,hmd,1
AUS,Australia,2011,m,75,1720.02,hmd,1
AUS,Australia,2011,m,76,1844.02,hmd,1
AUS,Australia,2011,m,77,1987.02,hmd,1
AUS,Australia,2011,m,78,1987.02,hmd,1
AUS,Australia,2011,m,79,2218.03,hmd,1
AUS,Australia,2011,m,80,2360.04,hmd,1
AUS,Australia,2011,m,81,2511.04,hmd,1
AUS,Australia,2011,m,82,2616.04,hmd,1
AUS,Australia,2011,m,83,2692.04,hmd,1
AUS,Australia,2011,m,84,2706.04,hmd,1
AUS,Australia,2011,m,85,2679.04,hmd,1
AUS,Australia,2011,m,86,2710.04,hmd,1
AUS,Australia,2011,m,87,2401.03,hmd,1
AUS,Australia,2011,m,88,2315.03,hmd,1
AUS,Australia,2011,m,89,2229.03,hmd,1
AUS,Australia,2011,m,90,1972.02,hmd,1
AUS,Australia,2011,m,91,1654.02,hmd,1
AUS,Australia,2011,m,92,1180.02,hmd,1
AUS,Australia,2011,m,93,1015.02,hmd,1
AUS,Australia,2011,m,94,869.02,hmd,1
AUS,Australia,2011,m,95,673.01,hmd,1
AUS,Australia,2011,m,96,503,hmd,1
AUS,Australia,2011,m,97,399,hmd,1
AUS,Australia,2011,m,98,260,hmd,1
AUS,Australia,2011,m,99,160,hmd,1
AUS,Australia,2011,m,100,227.98999999999998,hmd,-1
AUS,Australia,2011,t,0,1121.01,hmd,1
AUS,Australia,2011,t,1,89,hmd,1
AUS,Australia,2011,t,2,48,hmd,1
AUS,Australia,2011,t,3,40,hmd,1
AUS,Australia,2011,t,4,30,hmd,1
AUS,Australia,2011,t,5,36,hmd,1
AUS,Australia,2011,t,6,27,hmd,1
AUS,Australia,2011,t,7,23,hmd,1
AUS,Australia,2011,t,8,30,hmd,1
AUS,Australia,2011,t,9,23,hmd,1
AUS,Australia,2011,t,10,27,hmd,1
AUS,Australia,2011,t,11,12,hmd,1
AUS,Australia,2011,t,12,26,hmd,1
AUS,Australia,2011,t,13,25,hmd,1
AUS,Australia,2011,t,14,40,hmd,1
AUS,Australia,2011,t,15,61,hmd,1
AUS,Australia,2011,t,16,83,hmd,1
AUS,Australia,2011,t,17,95,hmd,1
AUS,Australia,2011,t,18,112,hmd,1
AUS,Australia,2011,t,19,126,hmd,1
AUS,Australia,2011,t,20,156,hmd,1
AUS,Australia,2011,t,21,151,hmd,1
AUS,Australia,2011,t,22,138,hmd,1
AUS,Australia,2011,t,23,127,hmd,1
AUS,Australia,2011,t,24,166,hmd,1
AUS,Australia,2011,t,25,174,hmd,1
AUS,Australia,2011,t,26,161,hmd,1
AUS,Australia,2011,t,27,163,hmd,1
AUS,Australia,2011,t,28,159,hmd,1
AUS,Australia,2011,t,29,192,hmd,1
AUS,Australia,2011,t,30,187,hmd,1
AUS,Australia,2011,t,31,198,hmd,1
AUS,Australia,2011,t,32,226,hmd,1
AUS,Australia,2011,t,33,217,hmd,1
AUS,Australia,2011,t,34,209,hmd,1
AUS,Australia,2011,t,35,252,hmd,1
AUS,Australia,2011,t,36,230,hmd,1
AUS,Australia,2011,t,37,291,hmd,1
AUS,Australia,2011,t,38,278,hmd,1
AUS,Australia,2011,t,39,333,hmd,1
AUS,Australia,2011,t,40,355,hmd,1
AUS,Australia,2011,t,41,373,hmd,1
AUS,Australia,2011,t,42,395,hmd,1
AUS,Australia,2011,t,43,400,hmd,1
AUS,Australia,2011,t,44,411,hmd,1
AUS,Australia,2011,t,45,452,hmd,1
AUS,Australia,2011,t,46,500,hmd,1
AUS,Australia,2011,t,47,551,hmd,1
AUS,Australia,2011,t,48,628,hmd,1
AUS,Australia,2011,t,49,714,hmd,1
AUS,Australia,2011,t,50,716,hmd,1
AUS,Australia,2011,t,51,793,hmd,1
AUS,Australia,2011,t,52,813,hmd,1
AUS,Australia,2011,t,53,837,hmd,1
AUS,Australia,2011,t,54,959,hmd,1
AUS,Australia,2011,t,55,1017,hmd,1
AUS,Australia,2011,t,56,1055,hmd,1
AUS,Australia,2011,t,57,1056,hmd,1
AUS,Australia,2011,t,58,1165.01,hmd,1
AUS,Australia,2011,t,59,1271.02,hmd,1
AUS,Australia,2011,t,60,1366.02,hmd,1
AUS,Australia,2011,t,61,1504.02,hmd,1
AUS,Australia,2011,t,62,1524.02,hmd,1
AUS,Australia,2011,t,63,1657.02,hmd,1
AUS,Australia,2011,t,64,1798.02,hmd,1
AUS,Australia,2011,t,65,1800.02,hmd,1
AUS,Australia,2011,t,66,1836.02,hmd,1
AUS,Australia,2011,t,67,1944.02,hmd,1
AUS,Australia,2011,t,68,1930.02,hmd,1
AUS,Australia,2011,t,69,2050.02,hmd,1
AUS,Australia,2011,t,70,2148.02,hmd,1
AUS,Australia,2011,t,71,2338.02,hmd,1
