Source,Country,Code,Year,Sex,Age,Deaths
hmd,Denmark,DNK,2017,f,45,48
hmd,Denmark,DNK,2017,f,46,41
hmd,Denmark,DNK,2017,f,47,46
hmd,Denmark,DNK,2017,f,48,55.99999999999999
hmd,Denmark,DNK,2017,f,49,67
hmd,Denmark,DNK,2017,f,50,72
hmd,Denmark,DNK,2017,f,51,109.00000000000004
hmd,Denmark,DNK,2017,f,52,99
hmd,Denmark,DNK,2017,f,53,116
hmd,Denmark,DNK,2017,f,54,113
hmd,Denmark,DNK,2017,f,55,126
hmd,Denmark,DNK,2017,f,56,119
hmd,Denmark,DNK,2017,f,57,164
hmd,Denmark,DNK,2017,f,58,148
hmd,Denmark,DNK,2017,f,59,164.00000000000003
hmd,Denmark,DNK,2017,f,60,164
hmd,Denmark,DNK,2017,f,61,226.99999999999997
hmd,Denmark,DNK,2017,f,62,226
hmd,Denmark,DNK,2017,f,63,239.99999999999997
hmd,Denmark,DNK,2017,f,64,250
hmd,Denmark,DNK,2017,f,65,282
hmd,Denmark,DNK,2017,f,66,298
hmd,Denmark,DNK,2017,f,67,329
hmd,Denmark,DNK,2017,f,68,343
hmd,Denmark,DNK,2017,f,69,414
hmd,Denmark,DNK,2017,f,70,491.00000000000006
hmd,Denmark,DNK,2017,f,71,569
hmd,Denmark,DNK,2017,f,72,531
hmd,Denmark,DNK,2017,f,73,579
hmd,Denmark,DNK,2017,f,74,538
hmd,Denmark,DNK,2017,f,75,584
hmd,Denmark,DNK,2017,f,76,573
hmd,Denmark,DNK,2017,f,77,607
hmd,Denmark,DNK,2017,f,78,632
hmd,Denmark,DNK,2017,f,79,726
hmd,Denmark,DNK,2017,f,80,704
hmd,Denmark,DNK,2017,f,81,776
hmd,Denmark,DNK,2017,f,82,842
hmd,Denmark,DNK,2017,f,83,848
hmd,Denmark,DNK,2017,f,84,882.9999999999999
hmd,Denmark,DNK,2017,f,85,929
hmd,Denmark,DNK,2017,f,86,934
hmd,Denmark,DNK,2017,f,87,939
hmd,Denmark,DNK,2017,f,88,928
hmd,Denmark,DNK,2017,f,89,1008
hmd,Denmark,DNK,2017,f,90,965
hmd,Denmark,DNK,2017,f,91,945
hmd,Denmark,DNK,2017,f,92,913.9999999999998
hmd,Denmark,DNK,2017,f,93,874
hmd,Denmark,DNK,2017,f,94,697
hmd,Denmark,DNK,2017,f,95,642
hmd,Denmark,DNK,2017,f,96,574
hmd,Denmark,DNK,2017,f,97,393
hmd,Denmark,DNK,2017,f,98,303
hmd,Denmark,DNK,2017,f,99,223
hmd,Denmark,DNK,2017,f,100,496
hmd,Denmark,DNK,2017,m,0,133
hmd,Denmark,DNK,2017,m,1,11
hmd,Denmark,DNK,2017,m,2,3
hmd,Denmark,DNK,2017,m,3,6
hmd,Denmark,DNK,2017,m,4,3
hmd,Denmark,DNK,2017,m,5,1
hmd,Denmark,DNK,2017,m,6,2
hmd,Denmark,DNK,2017,m,7,3
hmd,Denmark,DNK,2017,m,8,2
hmd,Denmark,DNK,2017,m,9,1
hmd,Denmark,DNK,2017,m,10,2
hmd,Denmark,DNK,2017,m,11,3
hmd,Denmark,DNK,2017,m,12,3
hmd,Denmark,DNK,2017,m,13,4
hmd,Denmark,DNK,2017,m,14,2
hmd,Denmark,DNK,2017,m,15,9
hmd,Denmark,DNK,2017,m,16,8
hmd,Denmark,DNK,2017,m,17,6
hmd,Denmark,DNK,2017,m,18,13
hmd,Denmark,DNK,2017,m,19,10
hmd,Denmark,DNK,2017,m,20,14.000000000000002
hmd,Denmark,DNK,2017,m,21,17
hmd,Denmark,DNK,2017,m,22,22
hmd,Denmark,DNK,2017,m,23,19
hmd,Denmark,DNK,2017,m,24,20
hmd,Denmark,DNK,2017,m,25,16
hmd,Denmark,DNK,2017,m,26,16
hmd,Denmark,DNK,2017,m,27,14
hmd,Denmark,DNK,2017,m,28,17
hmd,Denmark,DNK,2017,m,29,25
hmd,Denmark,DNK,2017,m,30,22
hmd,Denmark,DNK,2017,m,31,16
hmd,Denmark,DNK,2017,m,32,20
hmd,Denmark,DNK,2017,m,33,19
hmd,Denmark,DNK,2017,m,34,24
hmd,Denmark,DNK,2017,m,35,22
hmd,Denmark,DNK,2017,m,36,22
hmd,Denmark,DNK,2017,m,37,16
hmd,Denmark,DNK,2017,m,38,30
hmd,Denmark,DNK,2017,m,39,43
hmd,Denmark,DNK,2017,m,40,29.000000000000004
hmd,Denmark,DNK,2017,m,41,49
hmd,Denmark,DNK,2017,m,42,49
hmd,Denmark,DNK,2017,m,43,51
hmd,Denmark,DNK,2017,m,44,48
hmd,Denmark,DNK,2017,m,45,66.00000000000001
hmd,Denmark,DNK,2017,m,46,83
hmd,Denmark,DNK,2017,m,47,79
hmd,Denmark,DNK,2017,m,48,107
hmd,Denmark,DNK,2017,m,49,118
hmd,Denmark,DNK,2017,m,50,101
hmd,Denmark,DNK,2017,m,51,152
hmd,Denmark,DNK,2017,m,52,171
hmd,Denmark,DNK,2017,m,53,159
hmd,Denmark,DNK,2017,m,54,202.00000000000003
hmd,Denmark,DNK,2017,m,55,204
hmd,Denmark,DNK,2017,m,56,215
hmd,Denmark,DNK,2017,m,57,247.99999999999997
hmd,Denmark,DNK,2017,m,58,258
hmd,Denmark,DNK,2017,m,59,269.00000000000006
hmd,Denmark,DNK,2017,m,60,303
hmd,Denmark,DNK,2017,m,61,347
hmd,Denmark,DNK,2017,m,62,365
hmd,Denmark,DNK,2017,m,63,383
hmd,Denmark,DNK,2017,m,64,412
hmd,Denmark,DNK,2017,m,65,420
hmd,Denmark,DNK,2017,m,66,475
hmd,Denmark,DNK,2017,m,67,490
hmd,Denmark,DNK,2017,m,68,531
hmd,Denmark,DNK,2017,m,69,640.9999999999999
hmd,Denmark,DNK,2017,m,70,736
hmd,Denmark,DNK,2017,m,71,761
hmd,Denmark,DNK,2017,m,72,811.9999999999999
hmd,Denmark,DNK,2017,m,73,802
hmd,Denmark,DNK,2017,m,74,808.9999999999999
hmd,Denmark,DNK,2017,m,75,763
hmd,Denmark,DNK,2017,m,76,720
hmd,Denmark,DNK,2017,m,77,805
hmd,Denmark,DNK,2017,m,78,784
hmd,Denmark,DNK,2017,m,79,798.9999999999999
hmd,Denmark,DNK,2017,m,80,864.0000000000001
hmd,Denmark,DNK,2017,m,81,872.0000000000001
hmd,Denmark,DNK,2017,m,82,848.9999999999999
hmd,Denmark,DNK,2017,m,83,897.0000000000001
hmd,Denmark,DNK,2017,m,84,806
hmd,Denmark,DNK,2017,m,85,826
hmd,Denmark,DNK,2017,m,86,800.0000000000001
hmd,Denmark,DNK,2017,m,87,826
hmd,Denmark,DNK,2017,m,88,771.9999999999999
hmd,Denmark,DNK,2017,m,89,635
hmd,Denmark,DNK,2017,m,90,646
hmd,Denmark,DNK,2017,m,91,578
hmd,Denmark,DNK,2017,m,92,515
hmd,Denmark,DNK,2017,m,93,429
hmd,Denmark,DNK,2017,m,94,299
hmd,Denmark,DNK,2017,m,95,231
hmd,Denmark,DNK,2017,m,96,202.00000000000003
hmd,Denmark,DNK,2017,m,97,139.00000000000003
hmd,Denmark,DNK,2017,m,98,89
hmd,Denmark,DNK,2017,m,99,46
hmd,Denmark,DNK,2017,m,100,94
hmd,Denmark,DNK,2017,t,0,231
hmd,Denmark,DNK,2017,t,1,14
hmd,Denmark,DNK,2017,t,2,7
hmd,Denmark,DNK,2017,t,3,10
hmd,Denmark,DNK,2017,t,4,5
hmd,Denmark,DNK,2017,t,5,2
hmd,Denmark,DNK,2017,t,6,3
hmd,Denmark,DNK,2017,t,7,5
hmd,Denmark,DNK,2017,t,8,4
hmd,Denmark,DNK,2017,t,9,1
hmd,Denmark,DNK,2017,t,10,3
hmd,Denmark,DNK,2017,t,11,5
hmd,Denmark,DNK,2017,t,12,4
hmd,Denmark,DNK,2017,t,13,4
hmd,Denmark,DNK,2017,t,14,4
hmd,Denmark,DNK,2017,t,15,13
hmd,Denmark,DNK,2017,t,16,12
hmd,Denmark,DNK,2017,t,17,9
hmd,Denmark,DNK,2017,t,18,20
hmd,Denmark,DNK,2017,t,19,17
hmd,Denmark,DNK,2017,t,20,17
hmd,Denmark,DNK,2017,t,21,24
hmd,Denmark,DNK,2017,t,22,28
hmd,Denmark,DNK,2017,t,23,26
hmd,Denmark,DNK,2017,t,24,24
hmd,Denmark,DNK,2017,t,25,22
hmd,Denmark,DNK,2017,t,26,24
hmd,Denmark,DNK,2017,t,27,23
hmd,Denmark,DNK,2017,t,28,24
hmd,Denmark,DNK,2017,t,29,35
hmd,Denmark,DNK,2017,t,30,32
hmd,Denmark,DNK,2017,t,31,22
hmd,Denmark,DNK,2017,t,32,23
hmd,Denmark,DNK,2017,t,33,33
hmd,Denmark,DNK,2017,t,34,29.999999999999996
hmd,Denmark,DNK,2017,t,35,31
hmd,Denmark,DNK,2017,t,36,33
hmd,Denmark,DNK,2017,t,37,37
hmd,Denmark,DNK,2017,t,38,53
hmd,Denmark,DNK,2017,t,39,64
hmd,Denmark,DNK,2017,t,40,55
hmd,Denmark,DNK,2017,t,41,71
hmd,Denmark,DNK,2017,t,42,77
hmd,Denmark,DNK,2017,t,43,81
hmd,Denmark,DNK,2017,t,44,86
hmd,Denmark,DNK,2017,t,45,114
hmd,Denmark,DNK,2017,t,46,124
hmd,Denmark,DNK,2017,t,47,125
hmd,Denmark,DNK,2017,t,48,163
hmd,Denmark,DNK,2017,t,49,185
hmd,Denmark,DNK,2017,t,50,173
hmd,Denmark,DNK,2017,t,51,261
hmd,Denmark,DNK,2017,t,52,270
hmd,Denmark,DNK,2017,t,53,275
hmd,Denmark,DNK,2017,t,54,315
hmd,Denmark,DNK,2017,t,55,330
hmd,Denmark,DNK,2017,t,56,334
hmd,Denmark,DNK,2017,t,57,412
hmd,Denmark,DNK,2017,t,58,406
hmd,Denmark,DNK,2017,t,59,433.00000000000006
hmd,Denmark,DNK,2017,t,60,467
hmd,Denmark,DNK,2017,t,61,574
hmd,Denmark,DNK,2017,t,62,591
hmd,Denmark,DNK,2017,t,63,623
hmd,Denmark,DNK,2017,t,64,662
hmd,Denmark,DNK,2017,t,65,702
hmd,Denmark,DNK,2017,t,66,773
hmd,Denmark,DNK,2017,t,67,819
hmd,Denmark,DNK,2017,t,68,874
hmd,Denmark,DNK,2017,t,69,1055
hmd,Denmark,DNK,2017,t,70,1227
hmd,Denmark,DNK,2017,t,71,1330
hmd,Denmark,DNK,2017,t,72,1343
hmd,Denmark,DNK,2017,t,73,1381
hmd,Denmark,DNK,2017,t,74,1347
hmd,Denmark,DNK,2017,t,75,1347
hmd,Denmark,DNK,2017,t,76,1293
hmd,Denmark,DNK,2017,t,77,1412
hmd,Denmark,DNK,2017,t,78,1416
hmd,Denmark,DNK,2017,t,79,1525
hmd,Denmark,DNK,2017,t,80,1568
hmd,Denmark,DNK,2017,t,81,1648
hmd,Denmark,DNK,2017,t,82,1691
hmd,Denmark,DNK,2017,t,83,1745
hmd,Denmark,DNK,2017,t,84,1689
hmd,Denmark,DNK,2017,t,85,1755
hmd,Denmark,DNK,2017,t,86,1734.0000000000002
hmd,Denmark,DNK,2017,t,87,1765
hmd,Denmark,DNK,2017,t,88,1699.9999999999998
hmd,Denmark,DNK,2017,t,89,1643
hmd,Denmark,DNK,2017,t,90,1611
hmd,Denmark,DNK,2017,t,91,1523
hmd,Denmark,DNK,2017,t,92,1429
hmd,Denmark,DNK,2017,t,93,1303
hmd,Denmark,DNK,2017,t,94,996
hmd,Denmark,DNK,2017,t,95,873
hmd,Denmark,DNK,2017,t,96,776
hmd,Denmark,DNK,2017,t,97,532
hmd,Denmark,DNK,2017,t,98,392
hmd,Denmark,DNK,2017,t,99,269
hmd,Denmark,DNK,2017,t,100,590
hmd,Denmark,DNK,2018,f,0,96
hmd,Denmark,DNK,2018,f,1,7
hmd,Denmark,DNK,2018,f,2,3
hmd,Denmark,DNK,2018,f,3,1
hmd,Denmark,DNK,2018,f,4,0
hmd,Denmark,DNK,2018,f,5,1
hmd,Denmark,DNK,2018,f,6,3
hmd,Denmark,DNK,2018,f,7,3
hmd,Denmark,DNK,2018,f,8,1
hmd,Denmark,DNK,2018,f,9,1
hmd,Denmark,DNK,2018,f,10,0
hmd,Denmark,DNK,2018,f,11,1
hmd,Denmark,DNK,2018,f,12,1
hmd,Denmark,DNK,2018,f,13,2
hmd,Denmark,DNK,2018,f,14,1.9999999999999996
hmd,Denmark,DNK,2018,f,15,3
hmd,Denmark,DNK,2018,f,16,2.9999999999999996
hmd,Denmark,DNK,2018,f,17,3
hmd,Denmark,DNK,2018,f,18,3
hmd,Denmark,DNK,2018,f,19,8
hmd,Denmark,DNK,2018,f,20,5
hmd,Denmark,DNK,2018,f,21,3
hmd,Denmark,DNK,2018,f,22,5.999999999999999
hmd,Denmark,DNK,2018,f,23,3
hmd,Denmark,DNK,2018,f,24,2
hmd,Denmark,DNK,2018,f,25,6
hmd,Denmark,DNK,2018,f,26,6.000000000000001
hmd,Denmark,DNK,2018,f,27,5
hmd,Denmark,DNK,2018,f,28,10.000000000000002
hmd,Denmark,DNK,2018,f,29,7
hmd,Denmark,DNK,2018,f,30,9.999999999999998
hmd,Denmark,DNK,2018,f,31,14
hmd,Denmark,DNK,2018,f,32,7
hmd,Denmark,DNK,2018,f,33,18
hmd,Denmark,DNK,2018,f,34,12
hmd,Denmark,DNK,2018,f,35,12
hmd,Denmark,DNK,2018,f,36,15.000000000000002
hmd,Denmark,DNK,2018,f,37,17
hmd,Denmark,DNK,2018,f,38,23
hmd,Denmark,DNK,2018,f,39,24.999999999999996
hmd,Denmark,DNK,2018,f,40,33
hmd,Denmark,DNK,2018,f,41,30.000000000000007
hmd,Denmark,DNK,2018,f,42,31
hmd,Denmark,DNK,2018,f,43,28
hmd,Denmark,DNK,2018,f,44,33
hmd,Denmark,DNK,2018,f,45,38
hmd,Denmark,DNK,2018,f,46,46
hmd,Denmark,DNK,2018,f,47,54.00000000000001
hmd,Denmark,DNK,2018,f,48,50
hmd,Denmark,DNK,2018,f,49,56
hmd,Denmark,DNK,2018,f,50,79
hmd,Denmark,DNK,2018,f,51,72
hmd,Denmark,DNK,2018,f,52,107
hmd,Denmark,DNK,2018,f,53,102
hmd,Denmark,DNK,2018,f,54,122
hmd,Denmark,DNK,2018,f,55,147
hmd,Denmark,DNK,2018,f,56,138
hmd,Denmark,DNK,2018,f,57,146
hmd,Denmark,DNK,2018,f,58,170
hmd,Denmark,DNK,2018,f,59,178.00000000000003
hmd,Denmark,DNK,2018,f,60,203.00000000000003
hmd,Denmark,DNK,2018,f,61,215.00000000000003
hmd,Denmark,DNK,2018,f,62,221
hmd,Denmark,DNK,2018,f,63,240.00000000000003
hmd,Denmark,DNK,2018,f,64,247.00000000000003
hmd,Denmark,DNK,2018,f,65,317
hmd,Denmark,DNK,2018,f,66,343
hmd,Denmark,DNK,2018,f,67,354
hmd,Denmark,DNK,2018,f,68,380.00000000000006
hmd,Denmark,DNK,2018,f,69,371
hmd,Denmark,DNK,2018,f,70,442.9999999999999
hmd,Denmark,DNK,2018,f,71,518
hmd,Denmark,DNK,2018,f,72,574
hmd,Denmark,DNK,2018,f,73,625
hmd,Denmark,DNK,2018,f,74,618
hmd,Denmark,DNK,2018,f,75,626
hmd,Denmark,DNK,2018,f,76,649
hmd,Denmark,DNK,2018,f,77,639
hmd,Denmark,DNK,2018,f,78,698
hmd,Denmark,DNK,2018,f,79,737
hmd,Denmark,DNK,2018,f,80,745
hmd,Denmark,DNK,2018,f,81,836.0000000000001
hmd,Denmark,DNK,2018,f,82,864.9999999999999
hmd,Denmark,DNK,2018,f,83,896
hmd,Denmark,DNK,2018,f,84,840
hmd,Denmark,DNK,2018,f,85,870.0000000000001
hmd,Denmark,DNK,2018,f,86,945
hmd,Denmark,DNK,2018,f,87,1001.9999999999998
hmd,Denmark,DNK,2018,f,88,988
hmd,Denmark,DNK,2018,f,89,992
hmd,Denmark,DNK,2018,f,90,1063
hmd,Denmark,DNK,2018,f,91,966
hmd,Denmark,DNK,2018,f,92,910.0000000000002
hmd,Denmark,DNK,2018,f,93,820
hmd,Denmark,DNK,2018,f,94,782
hmd,Denmark,DNK,2018,f,95,631
hmd,Denmark,DNK,2018,f,96,531
hmd,Denmark,DNK,2018,f,97,488.00000000000006
hmd,Denmark,DNK,2018,f,98,352.99999999999994
hmd,Denmark,DNK,2018,f,99,231
hmd,Denmark,DNK,2018,f,100,460
hmd,Denmark,DNK,2018,m,0,129.99999999999997
hmd,Denmark,DNK,2018,m,1,6
hmd,Denmark,DNK,2018,m,2,8
hmd,Denmark,DNK,2018,m,3,0
hmd,Denmark,DNK,2018,m,4,3
hmd,Denmark,DNK,2018,m,5,3
hmd,Denmark,DNK,2018,m,6,1
hmd,Denmark,DNK,2018,m,7,0
hmd,Denmark,DNK,2018,m,8,5
hmd,Denmark,DNK,2018,m,9,3
hmd,Denmark,DNK,2018,m,10,4
hmd,Denmark,DNK,2018,m,11,2
hmd,Denmark,DNK,2018,m,12,1
hmd,Denmark,DNK,2018,m,13,1
hmd,Denmark,DNK,2018,m,14,4.999999999999999
hmd,Denmark,DNK,2018,m,15,8
hmd,Denmark,DNK,2018,m,16,10.999999999999998
hmd,Denmark,DNK,2018,m,17,8
hmd,Denmark,DNK,2018,m,18,15
hmd,Denmark,DNK,2018,m,19,15
hmd,Denmark,DNK,2018,m,20,16
hmd,Denmark,DNK,2018,m,21,10
hmd,Denmark,DNK,2018,m,22,7.999999999999998
hmd,Denmark,DNK,2018,m,23,15
hmd,Denmark,DNK,2018,m,24,11
hmd,Denmark,DNK,2018,m,25,19
hmd,Denmark,DNK,2018,m,26,24.000000000000004
hmd,Denmark,DNK,2018,m,27,18
hmd,Denmark,DNK,2018,m,28,19
hmd,Denmark,DNK,2018,m,29,16
hmd,Denmark,DNK,2018,m,30,18
hmd,Denmark,DNK,2018,m,31,22
hmd,Denmark,DNK,2018,m,32,24
hmd,Denmark,DNK,2018,m,33,23.000000000000004
hmd,Denmark,DNK,2018,m,34,27
hmd,Denmark,DNK,2018,m,35,28
hmd,Denmark,DNK,2018,m,36,23
hmd,Denmark,DNK,2018,m,37,26
hmd,Denmark,DNK,2018,m,38,28.000000000000004
hmd,Denmark,DNK,2018,m,39,30.999999999999996
hmd,Denmark,DNK,2018,m,40,40
hmd,Denmark,DNK,2018,m,41,42
hmd,Denmark,DNK,2018,m,42,46
hmd,Denmark,DNK,2018,m,43,56
hmd,Denmark,DNK,2018,m,44,57.99999999999999
hmd,Denmark,DNK,2018,m,45,61
hmd,Denmark,DNK,2018,m,46,65
hmd,Denmark,DNK,2018,m,47,87
hmd,Denmark,DNK,2018,m,48,100
hmd,Denmark,DNK,2018,m,49,92
hmd,Denmark,DNK,2018,m,50,136
hmd,Denmark,DNK,2018,m,51,137
hmd,Denmark,DNK,2018,m,52,155
hmd,Denmark,DNK,2018,m,53,173.00000000000003
hmd,Denmark,DNK,2018,m,54,189
hmd,Denmark,DNK,2018,m,55,204.00000000000003
hmd,Denmark,DNK,2018,m,56,205
hmd,Denmark,DNK,2018,m,57,249.99999999999997
hmd,Denmark,DNK,2018,m,58,258
hmd,Denmark,DNK,2018,m,59,302.00000000000006
hmd,Denmark,DNK,2018,m,60,296.00000000000006
hmd,Denmark,DNK,2018,m,61,321
hmd,Denmark,DNK,2018,m,62,388
hmd,Denmark,DNK,2018,m,63,389
hmd,Denmark,DNK,2018,m,64,401
hmd,Denmark,DNK,2018,m,65,428
hmd,Denmark,DNK,2018,m,66,456
hmd,Denmark,DNK,2018,m,67,498.99999999999994
hmd,Denmark,DNK,2018,m,68,595.0000000000001
hmd,Denmark,DNK,2018,m,69,631
hmd,Denmark,DNK,2018,m,70,711
hmd,Denmark,DNK,2018,m,71,707
hmd,Denmark,DNK,2018,m,72,732.9999999999999
hmd,Denmark,DNK,2018,m,73,874
hmd,Denmark,DNK,2018,m,74,916
hmd,Denmark,DNK,2018,m,75,876
hmd,Denmark,DNK,2018,m,76,839
hmd,Denmark,DNK,2018,m,77,803
hmd,Denmark,DNK,2018,m,78,831
hmd,Denmark,DNK,2018,m,79,854
hmd,Denmark,DNK,2018,m,80,901
hmd,Denmark,DNK,2018,m,81,898.0000000000001
hmd,Denmark,DNK,2018,m,82,948
hmd,Denmark,DNK,2018,m,83,898.9999999999999
hmd,Denmark,DNK,2018,m,84,935
hmd,Denmark,DNK,2018,m,85,814
hmd,Denmark,DNK,2018,m,86,871
hmd,Denmark,DNK,2018,m,87,844
hmd,Denmark,DNK,2018,m,88,803
hmd,Denmark,DNK,2018,m,89,792.9999999999999
hmd,Denmark,DNK,2018,m,90,688
hmd,Denmark,DNK,2018,m,91,600
hmd,Denmark,DNK,2018,m,92,489.99999999999994
hmd,Denmark,DNK,2018,m,93,446
hmd,Denmark,DNK,2018,m,94,317
hmd,Denmark,DNK,2018,m,95,252.99999999999997
hmd,Denmark,DNK,2018,m,96,205
hmd,Denmark,DNK,2018,m,97,169
hmd,Denmark,DNK,2018,m,98,118
hmd,Denmark,DNK,2018,m,99,74
hmd,Denmark,DNK,2018,m,100,87
hmd,Denmark,DNK,2018,t,0,225.99999999999997
hmd,Denmark,DNK,2018,t,1,13
hmd,Denmark,DNK,2018,t,2,11
hmd,Denmark,DNK,2018,t,3,1
hmd,Denmark,DNK,2018,t,4,3
hmd,Denmark,DNK,2018,t,5,4
hmd,Denmark,DNK,2018,t,6,4
hmd,Denmark,DNK,2018,t,7,3
hmd,Denmark,DNK,2018,t,8,6
hmd,Denmark,DNK,2018,t,9,4
hmd,Denmark,DNK,2018,t,10,4
hmd,Denmark,DNK,2018,t,11,3
hmd,Denmark,DNK,2018,t,12,2
hmd,Denmark,DNK,2018,t,13,3
hmd,Denmark,DNK,2018,t,14,6.999999999999999
hmd,Denmark,DNK,2018,t,15,11
hmd,Denmark,DNK,2018,t,16,13.999999999999998
hmd,Denmark,DNK,2018,t,17,11
hmd,Denmark,DNK,2018,t,18,18
hmd,Denmark,DNK,2018,t,19,23
hmd,Denmark,DNK,2018,t,20,21
hmd,Denmark,DNK,2018,t,21,13
hmd,Denmark,DNK,2018,t,22,13.999999999999998
hmd,Denmark,DNK,2018,t,23,18
hmd,Denmark,DNK,2018,t,24,13
hmd,Denmark,DNK,2018,t,25,25
hmd,Denmark,DNK,2018,t,26,30.000000000000004
hmd,Denmark,DNK,2018,t,27,23
hmd,Denmark,DNK,2018,t,28,29.000000000000004
hmd,Denmark,DNK,2018,t,29,23
hmd,Denmark,DNK,2018,t,30,27.999999999999996
hmd,Denmark,DNK,2018,t,31,36
hmd,Denmark,DNK,2018,t,32,31
hmd,Denmark,DNK,2018,t,33,41
hmd,Denmark,DNK,2018,t,34,39
hmd,Denmark,DNK,2018,t,35,40
hmd,Denmark,DNK,2018,t,36,38
hmd,Denmark,DNK,2018,t,37,43
hmd,Denmark,DNK,2018,t,38,51
hmd,Denmark,DNK,2018,t,39,55.99999999999999
hmd,Denmark,DNK,2018,t,40,73
hmd,Denmark,DNK,2018,t,41,72
hmd,Denmark,DNK,2018,t,42,77
hmd,Denmark,DNK,2018,t,43,84
hmd,Denmark,DNK,2018,t,44,91
hmd,Denmark,DNK,2018,t,45,99
hmd,Denmark,DNK,2018,t,46,111
hmd,Denmark,DNK,2018,t,47,141
hmd,Denmark,DNK,2018,t,48,150
hmd,Denmark,DNK,2018,t,49,148
hmd,Denmark,DNK,2018,t,50,215
hmd,Denmark,DNK,2018,t,51,209
hmd,Denmark,DNK,2018,t,52,262
hmd,Denmark,DNK,2018,t,53,275
hmd,Denmark,DNK,2018,t,54,311
hmd,Denmark,DNK,2018,t,55,351
hmd,Denmark,DNK,2018,t,56,343
hmd,Denmark,DNK,2018,t,57,396
hmd,Denmark,DNK,2018,t,58,428
hmd,Denmark,DNK,2018,t,59,480.00000000000006
hmd,Denmark,DNK,2018,t,60,499.00000000000006
hmd,Denmark,DNK,2018,t,61,536
hmd,Denmark,DNK,2018,t,62,609
hmd,Denmark,DNK,2018,t,63,629
hmd,Denmark,DNK,2018,t,64,648
hmd,Denmark,DNK,2018,t,65,745
hmd,Denmark,DNK,2018,t,66,799
hmd,Denmark,DNK,2018,t,67,853
hmd,Denmark,DNK,2018,t,68,975
hmd,Denmark,DNK,2018,t,69,1002
hmd,Denmark,DNK,2018,t,70,1154
hmd,Denmark,DNK,2018,t,71,1225
hmd,Denmark,DNK,2018,t,72,1307
hmd,Denmark,DNK,2018,t,73,1499
hmd,Denmark,DNK,2018,t,74,1534
hmd,Denmark,DNK,2018,t,75,1502
hmd,Denmark,DNK,2018,t,76,1488
hmd,Denmark,DNK,2018,t,77,1442
hmd,Denmark,DNK,2018,t,78,1529
hmd,Denmark,DNK,2018,t,79,1591
hmd,Denmark,DNK,2018,t,80,1646
hmd,Denmark,DNK,2018,t,81,1734.0000000000002
hmd,Denmark,DNK,2018,t,82,1813
hmd,Denmark,DNK,2018,t,83,1795
hmd,Denmark,DNK,2018,t,84,1775
hmd,Denmark,DNK,2018,t,85,1684
hmd,Denmark,DNK,2018,t,86,1816
hmd,Denmark,DNK,2018,t,87,1846
hmd,Denmark,DNK,2018,t,88,1791
hmd,Denmark,DNK,2018,t,89,1784.9999999999998
hmd,Denmark,DNK,2018,t,90,1751
hmd,Denmark,DNK,2018,t,91,1566
hmd,Denmark,DNK,2018,t,92,1400
hmd,Denmark,DNK,2018,t,93,1266
hmd,Denmark,DNK,2018,t,94,1099
hmd,Denmark,DNK,2018,t,95,884
hmd,Denmark,DNK,2018,t,96,736
hmd,Denmark,DNK,2018,t,97,657
hmd,Denmark,DNK,2018,t,98,470.99999999999994
hmd,Denmark,DNK,2018,t,99,305
hmd,Denmark,DNK,2018,t,100,547
hmd,Denmark,DNK,2019,f,0,74
hmd,Denmark,DNK,2019,f,1,5
hmd,Denmark,DNK,2019,f,2,2
hmd,Denmark,DNK,2019,f,3,2
hmd,Denmark,DNK,2019,f,4,3
hmd,Denmark,DNK,2019,f,5,4
hmd,Denmark,DNK,2019,f,6,1
hmd,Denmark,DNK,2019,f,7,3
hmd,Denmark,DNK,2019,f,8,2
hmd,Denmark,DNK,2019,f,9,2
hmd,Denmark,DNK,2019,f,10,1
hmd,Denmark,DNK,2019,f,11,1
hmd,Denmark,DNK,2019,f,12,3
hmd,Denmark,DNK,2019,f,13,3
hmd,Denmark,DNK,2019,f,14,2
hmd,Denmark,DNK,2019,f,15,8
hmd,Denmark,DNK,2019,f,16,1
hmd,Denmark,DNK,2019,f,17,3
hmd,Denmark,DNK,2019,f,18,3
hmd,Denmark,DNK,2019,f,19,7
hmd,Denmark,DNK,2019,f,20,6
hmd,Denmark,DNK,2019,f,21,5
hmd,Denmark,DNK,2019,f,22,6
hmd,Denmark,DNK,2019,f,23,6
hmd,Denmark,DNK,2019,f,24,8
hmd,Denmark,DNK,2019,f,25,7.999999999999998
hmd,Denmark,DNK,2019,f,26,11
hmd,Denmark,DNK,2019,f,27,6
hmd,Denmark,DNK,2019,f,28,9
hmd,Denmark,DNK,2019,f,29,8
hmd,Denmark,DNK,2019,f,30,6
hmd,Denmark,DNK,2019,f,31,14.000000000000004
hmd,Denmark,DNK,2019,f,32,10
hmd,Denmark,DNK,2019,f,33,9
hmd,Denmark,DNK,2019,f,34,12
hmd,Denmark,DNK,2019,f,35,15
hmd,Denmark,DNK,2019,f,36,12.999999999999998
hmd,Denmark,DNK,2019,f,37,7
hmd,Denmark,DNK,2019,f,38,28.999999999999996
hmd,Denmark,DNK,2019,f,39,12.999999999999998
hmd,Denmark,DNK,2019,f,40,18
hmd,Denmark,DNK,2019,f,41,14.000000000000002
hmd,Denmark,DNK,2019,f,42,25.999999999999996
hmd,Denmark,DNK,2019,f,43,31
hmd,Denmark,DNK,2019,f,44,31
