Year,Age,Code,Sex,Deaths,Country,Source
2016,21,DNK,t,28,Denmark,hmd
2016,22,DNK,t,18,Denmark,hmd
2016,23,DNK,t,36,Denmark,hmd
2016,24,DNK,t,29,Denmark,hmd
2016,25,DNK,t,32,Denmark,hmd
2016,26,DNK,t,31,Denmark,hmd
2016,27,DNK,t,27,Denmark,hmd
2016,28,DNK,t,24,Denmark,hmd
2016,29,DNK,t,29,Denmark,hmd
2016,30,DNK,t,24,Denmark,hmd
2016,31,DNK,t,32,Denmark,hmd
2016,32,DNK,t,37,Denmark,hmd
2016,33,DNK,t,30,Denmark,hmd
2016,34,DNK,t,26,Denmark,hmd
2016,35,DNK,t,39,Denmark,hmd
2016,36,DNK,t,48,Denmark,hmd
2016,37,DNK,t,56,Denmark,hmd
2016,38,DNK,t,42,Denmark,hmd
2016,39,DNK,t,53,Denmark,hmd
2016,40,DNK,t,74,Denmark,hmd
2016,41,DNK,t,65,Denmark,hmd
2016,42,DNK,t,77,Denmark,hmd
2016,43,DNK,t,82,Denmark,hmd
2016,44,DNK,t,114,Denmark,hmd
2016,45,DNK,t,107,Denmark,hmd
2016,46,DNK,t,128,Denmark,hmd
2016,47,DNK,t,162,Denmark,hmd
2016,48,DNK,t,173,Denmark,hmd
2016,49,DNK,t,181,Denmark,hmd
2016,50,DNK,t,253,Denmark,hmd
2016,51,DNK,t,236,Denmark,hmd
2016,52,DNK,t,257,Denmark,hmd
2016,53,DNK,t,245,Denmark,hmd
2016,54,DNK,t,315,Denmark,hmd
2016,55,DNK,t,348,Denmark,hmd
2016,56,DNK,t,368,Denmark,hmd
2016,57,DNK,t,442,Denmark,hmd
2016,58,DNK,t,434,Denmark,hmd
2016,59,DNK,t,481,Denmark,hmd
2016,60,DNK,t,548,Denmark,hmd
2016,61,DNK,t,557,Denmark,hmd
2016,62,DNK,t,578,Denmark,hmd
2016,63,DNK,t,701,Denmark,hmd
2016,64,DNK,t,720,Denmark,hmd
2016,65,DNK,t,768,Denmark,hmd
2016,66,DNK,t,806,Denmark,hmd
2016,67,DNK,t,908,Denmark,hmd
2016,68,DNK,t,1002,Denmark,hmd
2016,69,DNK,t,1090,Denmark,hmd
2016,70,DNK,t,1213,Denmark,hmd
2016,71,DNK,t,1279,Denmark,hmd
2016,72,DNK,t,1294,Denmark,hmd
2016,73,DNK,t,1258,Denmark,hmd
2016,74,DNK,t,1230,Denmark,hmd
2016,75,DNK,t,1285,Denmark,hmd
2016,76,DNK,t,1276,Denmark,hmd
2016,77,DNK,t,1327,Denmark,hmd
2016,78,DNK,t,1492,Denmark,hmd
2016,79,DNK,t,1477,Denmark,hmd
2016,80,DNK,t,1535,Denmark,hmd
2016,81,DNK,t,1592,Denmark,hmd
2016,82,DNK,t,1632,Denmark,hmd
2016,83,DNK,t,1626,Denmark,hmd
2016,84,DNK,t,1709,Denmark,hmd
2016,85,DNK,t,1657,Denmark,hmd
2016,86,DNK,t,1689,Denmark,hmd
2016,87,DNK,t,1778,Denmark,hmd
2016,88,DNK,t,1724,Denmark,hmd
2016,89,DNK,t,1618,Denmark,hmd
2016,90,DNK,t,1619,Denmark,hmd
2016,91,DNK,t,1478,Denmark,hmd
2016,92,DNK,t,1335,Denmark,hmd
2016,93,DNK,t,1142,Denmark,hmd
2016,94,DNK,t,1054,Denmark,hmd
2016,95,DNK,t,891,Denmark,hmd
2016,96,DNK,t,716,Denmark,hmd
2016,97,DNK,t,513,Denmark,hmd
2016,98,DNK,t,345,Denmark,hmd
2016,99,DNK,t,293,Denmark,hmd
2016,100,DNK,t,186,Denmark,hmd
2016,101,DNK,t,114,Denmark,hmd
2016,102,DNK,t,97,Denmark,hmd
2016,103,DNK,t,62,Denmark,hmd
2016,104,DNK,t,31,Denmark,hmd
2016,105,DNK,t,13,Denmark,hmd
2016,106,DNK,t,12,Denmark,hmd
2016,107,DNK,t,6,Denmark,hmd
2016,108,DNK,t,2,Denmark,hmd
2016,109,DNK,t,1,Denmark,hmd
2016,110,DNK,t,2,Denmark,hmd
2016,TOT,DNK,t,52824,Denmark,hmd
2017,0,DNK,t,231,Denmark,hmd
2017,1,DNK,t,14,Denmark,hmd
2017,2,DNK,t,7,Denmark,hmd
2017,3,DNK,t,10,Denmark,hmd
2017,4,DNK,t,5,Denmark,hmd
2017,5,DNK,t,2,Denmark,hmd
2017,6,DNK,t,3,Denmark,hmd
2017,7,DNK,t,5,Denmark,hmd
2017,8,DNK,t,4,Denmark,hmd
2017,9,DNK,t,1,Denmark,hmd
2017,10,DNK,t,3,Denmark,hmd
2017,11,DNK,t,5,Denmark,hmd
2017,12,DNK,t,4,Denmark,hmd
2017,13,DNK,t,4,Denmark,hmd
2017,14,DNK,t,4,Denmark,hmd
2017,15,DNK,t,13,Denmark,hmd
2017,16,DNK,t,12,Denmark,hmd
2017,17,DNK,t,9,Denmark,hmd
2017,18,DNK,t,20,Denmark,hmd
2017,19,DNK,t,17,Denmark,hmd
2017,20,DNK,t,17,Denmark,hmd
2017,21,DNK,t,24,Denmark,hmd
2017,22,DNK,t,28,Denmark,hmd
2017,23,DNK,t,26,Denmark,hmd
2017,24,DNK,t,24,Denmark,hmd
2017,25,DNK,t,22,Denmark,hmd
2017,26,DNK,t,24,Denmark,hmd
2017,27,DNK,t,23,Denmark,hmd
2017,28,DNK,t,24,Denmark,hmd
2017,29,DNK,t,35,Denmark,hmd
2017,30,DNK,t,32,Denmark,hmd
2017,31,DNK,t,22,Denmark,hmd
2017,32,DNK,t,23,Denmark,hmd
2017,33,DNK,t,33,Denmark,hmd
2017,34,DNK,t,30,Denmark,hmd
2017,35,DNK,t,31,Denmark,hmd
2017,36,DNK,t,33,Denmark,hmd
2017,37,DNK,t,37,Denmark,hmd
2017,38,DNK,t,53,Denmark,hmd
2017,39,DNK,t,64,Denmark,hmd
2017,40,DNK,t,55,Denmark,hmd
2017,41,DNK,t,71,Denmark,hmd
2017,42,DNK,t,77,Denmark,hmd
2017,43,DNK,t,81,Denmark,hmd
2017,44,DNK,t,86,Denmark,hmd
2017,45,DNK,t,114,Denmark,hmd
2017,46,DNK,t,124,Denmark,hmd
2017,47,DNK,t,125,Denmark,hmd
2017,48,DNK,t,163,Denmark,hmd
2017,49,DNK,t,185,Denmark,hmd
2017,50,DNK,t,173,Denmark,hmd
2017,51,DNK,t,261,Denmark,hmd
2017,52,DNK,t,270,Denmark,hmd
2017,53,DNK,t,275,Denmark,hmd
2017,54,DNK,t,315,Denmark,hmd
2017,55,DNK,t,330,Denmark,hmd
2017,56,DNK,t,334,Denmark,hmd
2017,57,DNK,t,412,Denmark,hmd
2017,58,DNK,t,406,Denmark,hmd
2017,59,DNK,t,433,Denmark,hmd
2017,60,DNK,t,467,Denmark,hmd
2017,61,DNK,t,574,Denmark,hmd
2017,62,DNK,t,591,Denmark,hmd
2017,63,DNK,t,623,Denmark,hmd
2017,64,DNK,t,662,Denmark,hmd
2017,65,DNK,t,702,Denmark,hmd
2017,66,DNK,t,773,Denmark,hmd
2017,67,DNK,t,819,Denmark,hmd
2017,68,DNK,t,874,Denmark,hmd
2017,69,DNK,t,1055,Denmark,hmd
2017,70,DNK,t,1227,Denmark,hmd
2017,71,DNK,t,1330,Denmark,hmd
2017,72,DNK,t,1343,Denmark,hmd
2017,73,DNK,t,1381,Denmark,hmd
2017,74,DNK,t,1347,Denmark,hmd
2017,75,DNK,t,1347,Denmark,hmd
2017,76,DNK,t,1293,Denmark,hmd
2017,77,DNK,t,1412,Denmark,hmd
2017,78,DNK,t,1416,Denmark,hmd
2017,79,DNK,t,1525,Denmark,hmd
2017,80,DNK,t,1568,Denmark,hmd
2017,81,DNK,t,1648,Denmark,hmd
2017,82,DNK,t,1691,Denmark,hmd
2017,83,DNK,t,1745,Denmark,hmd
2017,84,DNK,t,1689,Denmark,hmd
2017,85,DNK,t,1755,Denmark,hmd
2017,86,DNK,t,1734,Denmark,hmd
2017,87,DNK,t,1765,Denmark,hmd
2017,88,DNK,t,1700,Denmark,hmd
2017,89,DNK,t,1643,Denmark,hmd
2017,90,DNK,t,1611,Denmark,hmd
2017,91,DNK,t,1523,Denmark,hmd
2017,92,DNK,t,1429,Denmark,hmd
2017,93,DNK,t,1303,Denmark,hmd
2017,94,DNK,t,996,Denmark,hmd
2017,95,DNK,t,873,Denmark,hmd
2017,96,DNK,t,776,Denmark,hmd
2017,97,DNK,t,532,Denmark,hmd
2017,98,DNK,t,392,Denmark,hmd
2017,99,DNK,t,269,Denmark,hmd
2017,100,DNK,t,218,Denmark,hmd
2017,101,DNK,t,170,Denmark,hmd
2017,102,DNK,t,79,Denmark,hmd
2017,103,DNK,t,53,Denmark,hmd
2017,104,DNK,t,34,Denmark,hmd
2017,105,DNK,t,17,Denmark,hmd
2017,106,DNK,t,11,Denmark,hmd
2017,107,DNK,t,5,Denmark,hmd
2017,108,DNK,t,1,Denmark,hmd
2017,109,DNK,t,1,Denmark,hmd
2017,110,DNK,t,1,Denmark,hmd
2017,TOT,DNK,t,53261,Denmark,hmd
2018,0,DNK,t,226,Denmark,hmd
2018,1,DNK,t,13,Denmark,hmd
2018,2,DNK,t,11,Denmark,hmd
2018,3,DNK,t,1,Denmark,hmd
2018,4,DNK,t,3,Denmark,hmd
2018,5,DNK,t,4,Denmark,hmd
2018,6,DNK,t,4,Denmark,hmd
2018,7,DNK,t,3,Denmark,hmd
2018,8,DNK,t,6,Denmark,hmd
2018,9,DNK,t,4,Denmark,hmd
2018,10,DNK,t,4,Denmark,hmd
2018,11,DNK,t,3,Denmark,hmd
2018,12,DNK,t,2,Denmark,hmd
2018,13,DNK,t,3,Denmark,hmd
2018,14,DNK,t,7,Denmark,hmd
2018,15,DNK,t,11,Denmark,hmd
2018,16,DNK,t,14,Denmark,hmd
2018,17,DNK,t,11,Denmark,hmd
2018,18,DNK,t,18,Denmark,hmd
2018,19,DNK,t,23,Denmark,hmd
2018,20,DNK,t,21,Denmark,hmd
2018,21,DNK,t,13,Denmark,hmd
2018,22,DNK,t,14,Denmark,hmd
2018,23,DNK,t,18,Denmark,hmd
2018,24,DNK,t,13,Denmark,hmd
2018,25,DNK,t,25,Denmark,hmd
2018,26,DNK,t,30,Denmark,hmd
2018,27,DNK,t,23,Denmark,hmd
2018,28,DNK,t,29,Denmark,hmd
2018,29,DNK,t,23,Denmark,hmd
2018,30,DNK,t,28,Denmark,hmd
2018,31,DNK,t,36,Denmark,hmd
2018,32,DNK,t,31,Denmark,hmd
2018,33,DNK,t,41,Denmark,hmd
2018,34,DNK,t,39,Denmark,hmd
2018,35,DNK,t,40,Denmark,hmd
2018,36,DNK,t,38,Denmark,hmd
2018,37,DNK,t,43,Denmark,hmd
2018,38,DNK,t,51,Denmark,hmd
2018,39,DNK,t,56,Denmark,hmd
2018,40,DNK,t,73,Denmark,hmd
2018,41,DNK,t,72,Denmark,hmd
2018,42,DNK,t,77,Denmark,hmd
2018,43,DNK,t,84,Denmark,hmd
2018,44,DNK,t,91,Denmark,hmd
2018,45,DNK,t,99,Denmark,hmd
2018,46,DNK,t,111,Denmark,hmd
2018,47,DNK,t,141,Denmark,hmd
2018,48,DNK,t,150,Denmark,hmd
2018,49,DNK,t,148,Denmark,hmd
2018,50,DNK,t,215,Denmark,hmd
2018,51,DNK,t,209,Denmark,hmd
2018,52,DNK,t,262,Denmark,hmd
2018,53,DNK,t,275,Denmark,hmd
2018,54,DNK,t,311,Denmark,hmd
2018,55,DNK,t,351,Denmark,hmd
2018,56,DNK,t,343,Denmark,hmd
2018,57,DNK,t,396,Denmark,hmd
2018,58,DNK,t,428,Denmark,hmd
2018,59,DNK,t,480,Denmark,hmd
2018,60,DNK,t,499,Denmark,hmd
2018,61,DNK,t,536,Denmark,hmd
2018,62,DNK,t,609,Denmark,hmd
2018,63,DNK,t,629,Denmark,hmd
2018,64,DNK,t,648,Denmark,hmd
2018,65,DNK,t,745,Denmark,hmd
2018,66,DNK,t,799,Denmark,hmd
2018,67,DNK,t,853,Denmark,hmd
2018,68,DNK,t,975,Denmark,hmd
2018,69,DNK,t,1002,Denmark,hmd
2018,70,DNK,t,1154,Denmark,hmd
2018,71,DNK,t,1225,Denmark,hmd
2018,72,DNK,t,1307,Denmark,hmd
2018,73,DNK,t,1499,Denmark,hmd
2018,74,DNK,t,1534,Denmark,hmd
2018,75,DNK,t,1502,Denmark,hmd
2018,76,DNK,t,1488,Denmark,hmd
2018,77,DNK,t,1442,Denmark,hmd
2018,78,DNK,t,1529,Denmark,hmd
2018,79,DNK,t,1591,Denmark,hmd
2018,80,DNK,t,1646,Denmark,hmd
2018,81,DNK,t,1734,Denmark,hmd
2018,82,DNK,t,1813,Denmark,hmd
2018,83,DNK,t,1795,Denmark,hmd
2018,84,DNK,t,1775,Denmark,hmd
2018,85,DNK,t,1684,Denmark,hmd
2018,86,DNK,t,1816,Denmark,hmd
2018,87,DNK,t,1846,Denmark,hmd
2018,88,DNK,t,1791,Denmark,hmd
2018,89,DNK,t,1785,Denmark,hmd
2018,90,DNK,t,1751,Denmark,hmd
2018,91,DNK,t,1566,Denmark,hmd
2018,92,DNK,t,1400,Denmark,hmd
2018,93,DNK,t,1266,Denmark,hmd
2018,94,DNK,t,1099,Denmark,hmd
2018,95,DNK,t,884,Denmark,hmd
2018,96,DNK,t,736,Denmark,hmd
2018,97,DNK,t,657,Denmark,hmd
2018,98,DNK,t,471,Denmark,hmd
2018,99,DNK,t,305,Denmark,hmd
2018,100,DNK,t,196,Denmark,hmd
2018,101,DNK,t,147,Denmark,hmd
2018,102,DNK,t,97,Denmark,hmd
2018,103,DNK,t,47,Denmark,hmd
2018,104,DNK,t,29,Denmark,hmd
2018,105,DNK,t,19,Denmark,hmd
2018,106,DNK,t,7,Denmark,hmd
2018,107,DNK,t,3,Denmark,hmd
2018,108,DNK,t,2,Denmark,hmd
2018,109,DNK,t,0,Denmark,hmd
2018,110,DNK,t,0,Denmark,hmd
2018,TOT,DNK,t,55232,Denmark,hmd
2019,0,DNK,t,181,Denmark,hmd
2019,1,DNK,t,10,Denmark,hmd
2019,2,DNK,t,7,Denmark,hmd
2019,3,DNK,t,3,Denmark,hmd
2019,4,DNK,t,7,Denmark,hmd
2019,5,DNK,t,7,Denmark,hmd
2019,6,DNK,t,2,Denmark,hmd
2019,7,DNK,t,6,Denmark,hmd
2019,8,DNK,t,2,Denmark,hmd
2019,9,DNK,t,4,Denmark,hmd
2019,10,DNK,t,5,Denmark,hmd
2019,11,DNK,t,4,Denmark,hmd
2019,12,DNK,t,5,Denmark,hmd
2019,13,DNK,t,5,Denmark,hmd
2019,14,DNK,t,7,Denmark,hmd
2019,15,DNK,t,10,Denmark,hmd
2019,16,DNK,t,9,Denmark,hmd
2019,17,DNK,t,15,Denmark,hmd
2019,18,DNK,t,16,Denmark,hmd
2019,19,DNK,t,23,Denmark,hmd
2019,20,DNK,t,19,Denmark,hmd
2019,21,DNK,t,24,Denmark,hmd
2019,22,DNK,t,15,Denmark,hmd
2019,23,DNK,t,31,Denmark,hmd
2019,24,DNK,t,22,Denmark,hmd
2019,25,DNK,t,27,Denmark,hmd
2019,26,DNK,t,24,Denmark,hmd
2019,27,DNK,t,25,Denmark,hmd
2019,28,DNK,t,28,Denmark,hmd
2019,29,DNK,t,29,Denmark,hmd
2019,30,DNK,t,21,Denmark,hmd
2019,31,DNK,t,35,Denmark,hmd
2019,32,DNK,t,23,Denmark,hmd
2019,33,DNK,t,35,Denmark,hmd
2019,34,DNK,t,36,Denmark,hmd
2019,35,DNK,t,34,Denmark,hmd
2019,36,DNK,t,45,Denmark,hmd
2019,37,DNK,t,30,Denmark,hmd
2019,38,DNK,t,59,Denmark,hmd
2019,39,DNK,t,45,Denmark,hmd
2019,40,DNK,t,41,Denmark,hmd
2019,41,DNK,t,52,Denmark,hmd
2019,42,DNK,t,63,Denmark,hmd
2019,43,DNK,t,76,Denmark,hmd
2019,44,DNK,t,90,Denmark,hmd
2019,45,DNK,t,111,Denmark,hmd
2019,46,DNK,t,94,Denmark,hmd
2019,47,DNK,t,130,Denmark,hmd
2019,48,DNK,t,153,Denmark,hmd
2019,49,DNK,t,143,Denmark,hmd
2019,50,DNK,t,190,Denmark,hmd
2019,51,DNK,t,201,Denmark,hmd
2019,52,DNK,t,256,Denmark,hmd
2019,53,DNK,t,271,Denmark,hmd
2019,54,DNK,t,297,Denmark,hmd
2019,55,DNK,t,292,Denmark,hmd
2019,56,DNK,t,335,Denmark,hmd
2019,57,DNK,t,372,Denmark,hmd
2019,58,DNK,t,400,Denmark,hmd
2019,59,DNK,t,442,Denmark,hmd
2019,60,DNK,t,453,Denmark,hmd
2019,61,DNK,t,578,Denmark,hmd
2019,62,DNK,t,590,Denmark,hmd
2019,63,DNK,t,622,Denmark,hmd
2019,64,DNK,t,717,Denmark,hmd
2019,65,DNK,t,757,Denmark,hmd
2019,66,DNK,t,819,Denmark,hmd
2019,67,DNK,t,886,Denmark,hmd
2019,68,DNK,t,932,Denmark,hmd
2019,69,DNK,t,997,Denmark,hmd
2019,70,DNK,t,1033,Denmark,hmd
2019,71,DNK,t,1149,Denmark,hmd
2019,72,DNK,t,1353,Denmark,hmd
2019,73,DNK,t,1470,Denmark,hmd
2019,74,DNK,t,1502,Denmark,hmd
2019,75,DNK,t,1626,Denmark,hmd
2019,76,DNK,t,1515,Denmark,hmd
2019,77,DNK,t,1479,Denmark,hmd
2019,78,DNK,t,1442,Denmark,hmd
2019,79,DNK,t,1573,Denmark,hmd
2019,80,DNK,t,1644,Denmark,hmd
2019,81,DNK,t,1661,Denmark,hmd
2019,82,DNK,t,1742,Denmark,hmd
2019,83,DNK,t,1764,Denmark,hmd
2019,84,DNK,t,1816,Denmark,hmd
2019,85,DNK,t,1755,Denmark,hmd
2019,86,DNK,t,1768,Denmark,hmd
2019,87,DNK,t,1713,Denmark,hmd
2019,88,DNK,t,1762,Denmark,hmd
2019,89,DNK,t,1615,Denmark,hmd
2019,90,DNK,t,1638,Denmark,hmd
2019,91,DNK,t,1481,Denmark,hmd
2019,92,DNK,t,1379,Denmark,hmd
2019,93,DNK,t,1200,Denmark,hmd
2019,94,DNK,t,1112,Denmark,hmd
2019,95,DNK,t,901,Denmark,hmd
2019,96,DNK,t,706,Denmark,hmd
2019,97,DNK,t,517,Denmark,hmd
2019,98,DNK,t,452,Denmark,hmd
2019,99,DNK,t,329,Denmark,hmd
2019,100,DNK,t,207,Denmark,hmd
2019,101,DNK,t,149,Denmark,hmd
2019,102,DNK,t,92,Denmark,hmd
2019,103,DNK,t,50,Denmark,hmd
2019,104,DNK,t,24,Denmark,hmd
2019,105,DNK,t,19,Denmark,hmd
2019,106,DNK,t,14,Denmark,hmd
2019,107,DNK,t,4,Denmark,hmd
2019,108,DNK,t,2,Denmark,hmd
2019,109,DNK,t,4,Denmark,hmd
2019,110,DNK,t,1,Denmark,hmd
2019,TOT,DNK,t,53958,Denmark,hmd
2020,0,DNK,t,194,Denmark,hmd
2020,1,DNK,t,8,Denmark,hmd
2020,2,DNK,t,7,Denmark,hmd
2020,3,DNK,t,5,Denmark,hmd
2020,4,DNK,t,1,Denmark,hmd
2020,5,DNK,t,5,Denmark,hmd
2020,6,DNK,t,6,Denmark,hmd
2020,7,DNK,t,3,Denmark,hmd
2020,8,DNK,t,6,Denmark,hmd
2020,9,DNK,t,1,Denmark,hmd
2020,10,DNK,t,8,Denmark,hmd
2020,11,DNK,t,7,Denmark,hmd
2020,12,DNK,t,4,Denmark,hmd
2020,13,DNK,t,2,Denmark,hmd
2020,14,DNK,t,8,Denmark,hmd
2020,15,DNK,t,11,Denmark,hmd
2020,16,DNK,t,8,Denmark,hmd
2020,17,DNK,t,13,Denmark,hmd
2020,18,DNK,t,14,Denmark,hmd
2020,19,DNK,t,11,Denmark,hmd
2020,20,DNK,t,18,Denmark,hmd
2020,21,DNK,t,22,Denmark,hmd
2020,22,DNK,t,28,Denmark,hmd
2020,23,DNK,t,22,Denmark,hmd
2020,24,DNK,t,31,Denmark,hmd
2020,25,DNK,t,26,Denmark,hmd
2020,26,DNK,t,28,Denmark,hmd
2020,27,DNK,t,30,Denmark,hmd
2020,28,DNK,t,34,Denmark,hmd
2020,29,DNK,t,39,Denmark,hmd
2020,30,DNK,t,27,Denmark,hmd
2020,31,DNK,t,38,Denmark,hmd
2020,32,DNK,t,30,Denmark,hmd
2020,33,DNK,t,21,Denmark,hmd
2020,34,DNK,t,28,Denmark,hmd
2020,35,DNK,t,47,Denmark,hmd
2020,36,DNK,t,40,Denmark,hmd
2020,37,DNK,t,45,Denmark,hmd
2020,38,DNK,t,52,Denmark,hmd
2020,39,DNK,t,46,Denmark,hmd
2020,40,DNK,t,58,Denmark,hmd
2020,41,DNK,t,56,Denmark,hmd
2020,42,DNK,t,70,Denmark,hmd
2020,43,DNK,t,65,Denmark,hmd
2020,44,DNK,t,103,Denmark,hmd
2020,45,DNK,t,98,Denmark,hmd
2020,46,DNK,t,102,Denmark,hmd
2020,47,DNK,t,112,Denmark,hmd
2020,48,DNK,t,140,Denmark,hmd
2020,49,DNK,t,154,Denmark,hmd
2020,50,DNK,t,142,Denmark,hmd
2020,51,DNK,t,209,Denmark,hmd
2020,52,DNK,t,208,Denmark,hmd
2020,53,DNK,t,257,Denmark,hmd
2020,54,DNK,t,292,Denmark,hmd
2020,55,DNK,t,314,Denmark,hmd
2020,56,DNK,t,332,Denmark,hmd
2020,57,DNK,t,357,Denmark,hmd
2020,58,DNK,t,384,Denmark,hmd
2020,59,DNK,t,451,Denmark,hmd
2020,60,DNK,t,451,Denmark,hmd
2020,61,DNK,t,496,Denmark,hmd
2020,62,DNK,t,552,Denmark,hmd
2020,63,DNK,t,659,Denmark,hmd
2020,64,DNK,t,648,Denmark,hmd
2020,65,DNK,t,700,Denmark,hmd
2020,66,DNK,t,820,Denmark,hmd
2020,67,DNK,t,817,Denmark,hmd
2020,68,DNK,t,902,Denmark,hmd
2020,69,DNK,t,991,Denmark,hmd
2020,70,DNK,t,1072,Denmark,hmd
2020,71,DNK,t,1099,Denmark,hmd
2020,72,DNK,t,1235,Denmark,hmd
2020,73,DNK,t,1434,Denmark,hmd
2020,74,DNK,t,1543,Denmark,hmd
2020,75,DNK,t,1706,Denmark,hmd
2020,76,DNK,t,1686,Denmark,hmd
2020,77,DNK,t,1681,Denmark,hmd
2020,78,DNK,t,1561,Denmark,hmd
2020,79,DNK,t,1522,Denmark,hmd
2020,80,DNK,t,1691,Denmark,hmd
2020,81,DNK,t,1742,Denmark,hmd
2020,82,DNK,t,1769,Denmark,hmd
2020,83,DNK,t,1877,Denmark,hmd
2020,84,DNK,t,1782,Denmark,hmd
2020,85,DNK,t,1879,Denmark,hmd
2020,86,DNK,t,1856,Denmark,hmd
2020,87,DNK,t,1856,Denmark,hmd
2020,88,DNK,t,1716,Denmark,hmd
2020,89,DNK,t,1663,Denmark,hmd
2020,90,DNK,t,1577,Denmark,hmd
2020,91,DNK,t,1528,Denmark,hmd
2020,92,DNK,t,1388,Denmark,hmd
2020,93,DNK,t,1242,Denmark,hmd
2020,94,DNK,t,1144,Denmark,hmd
2020,95,DNK,t,905,Denmark,hmd
2020,96,DNK,t,672,Denmark,hmd
2020,97,DNK,t,536,Denmark,hmd
2020,98,DNK,t,445,Denmark,hmd
2020,99,DNK,t,328,Denmark,hmd
2020,100,DNK,t,242,Denmark,hmd
2020,101,DNK,t,153,Denmark,hmd
2020,102,DNK,t,77,Denmark,hmd
2020,103,DNK,t,47,Denmark,hmd
2020,104,DNK,t,34,Denmark,hmd
2020,105,DNK,t,21,Denmark,hmd
2020,106,DNK,t,10,Denmark,hmd
2020,107,DNK,t,9,Denmark,hmd
2020,108,DNK,t,2,Denmark,hmd
2020,109,DNK,t,0,Denmark,hmd
2020,110,DNK,t,1,Denmark,hmd
2020,TOT,DNK,t,54645,Denmark,hmd
2015,0,FIN,f,49,Finland,hmd
2015,1,FIN,f,1,Finland,hmd
2015,2,FIN,f,1,Finland,hmd
2015,3,FIN,f,3,Finland,hmd
2015,4,FIN,f,2,Finland,hmd
2015,5,FIN,f,2,Finland,hmd
2015,6,FIN,f,0,Finland,hmd
2015,7,FIN,f,2,Finland,hmd
2015,8,FIN,f,1,Finland,hmd
2015,9,FIN,f,3,Finland,hmd
2015,10,FIN,f,2,Finland,hmd
2015,11,FIN,f,4,Finland,hmd
2015,12,FIN,f,4,Finland,hmd
2015,13,FIN,f,2,Finland,hmd
2015,14,FIN,f,2,Finland,hmd
2015,15,FIN,f,4,Finland,hmd
2015,16,FIN,f,4,Finland,hmd
2015,17,FIN,f,6,Finland,hmd
2015,18,FIN,f,7,Finland,hmd
2015,19,FIN,f,10,Finland,hmd
2015,20,FIN,f,4,Finland,hmd
2015,21,FIN,f,6,Finland,hmd
2015,22,FIN,f,11,Finland,hmd
2015,23,FIN,f,7,Finland,hmd
2015,24,FIN,f,4,Finland,hmd
2015,25,FIN,f,7,Finland,hmd
2015,26,FIN,f,6,Finland,hmd
2015,27,FIN,f,7,Finland,hmd
2015,28,FIN,f,10,Finland,hmd
2015,29,FIN,f,11,Finland,hmd
2015,30,FIN,f,15,Finland,hmd
2015,31,FIN,f,20,Finland,hmd
2015,32,FIN,f,10,Finland,hmd
2015,33,FIN,f,10,Finland,hmd
2015,34,FIN,f,16,Finland,hmd
2015,35,FIN,f,18,Finland,hmd
2015,36,FIN,f,14,Finland,hmd
2015,37,FIN,f,14,Finland,hmd
2015,38,FIN,f,19,Finland,hmd
2015,39,FIN,f,14,Finland,hmd
2015,40,FIN,f,28,Finland,hmd
2015,41,FIN,f,16,Finland,hmd
2015,42,FIN,f,20,Finland,hmd
2015,43,FIN,f,20,Finland,hmd
2015,44,FIN,f,23,Finland,hmd
2015,45,FIN,f,44,Finland,hmd
2015,46,FIN,f,34,Finland,hmd
2015,47,FIN,f,46,Finland,hmd
2015,48,FIN,f,56,Finland,hmd
2015,49,FIN,f,56,Finland,hmd
2015,50,FIN,f,79,Finland,hmd
2015,51,FIN,f,70,Finland,hmd
2015,52,FIN,f,95,Finland,hmd
2015,53,FIN,f,71,Finland,hmd
2015,54,FIN,f,90,Finland,hmd
2015,55,FIN,f,104,Finland,hmd
2015,56,FIN,f,110,Finland,hmd
2015,57,FIN,f,128,Finland,hmd
2015,58,FIN,f,108,Finland,hmd
2015,59,FIN,f,139,Finland,hmd
2015,60,FIN,f,154,Finland,hmd
2015,61,FIN,f,177,Finland,hmd
2015,62,FIN,f,199,Finland,hmd
2015,63,FIN,f,228,Finland,hmd
2015,64,FIN,f,207,Finland,hmd
2015,65,FIN,f,295,Finland,hmd
2015,66,FIN,f,303,Finland,hmd
2015,67,FIN,f,313,Finland,hmd
2015,68,FIN,f,360,Finland,hmd
2015,69,FIN,f,403,Finland,hmd
2015,70,FIN,f,305,Finland,hmd
2015,71,FIN,f,314,Finland,hmd
2015,72,FIN,f,288,Finland,hmd
2015,73,FIN,f,349,Finland,hmd
2015,74,FIN,f,402,Finland,hmd
2015,75,FIN,f,465,Finland,hmd
2015,76,FIN,f,500,Finland,hmd
2015,77,FIN,f,498,Finland,hmd
2015,78,FIN,f,599,Finland,hmd
2015,79,FIN,f,648,Finland,hmd
2015,80,FIN,f,690,Finland,hmd
2015,81,FIN,f,693,Finland,hmd
2015,82,FIN,f,816,Finland,hmd
2015,83,FIN,f,936,Finland,hmd
2015,84,FIN,f,1055,Finland,hmd
2015,85,FIN,f,1186,Finland,hmd
2015,86,FIN,f,1323,Finland,hmd
2015,87,FIN,f,1199,Finland,hmd
2015,88,FIN,f,1203,Finland,hmd
2015,89,FIN,f,1263,Finland,hmd
2015,90,FIN,f,1241,Finland,hmd
2015,91,FIN,f,1179,Finland,hmd
2015,92,FIN,f,1019,Finland,hmd
